"","X","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"2593",453566,2009,58,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.69897000433602,109.833985642199
"2594",453173,2009,69,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.39724458101039,81.226746312023
"2595",231286,2006,68,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.47712125471966,87.9810327856054
"2596",83337,2004,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"2597",8625,2005,46,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.65321251377534,104.921506533664
"2598",304249,2007,39,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876
"2599",452699,2009,66,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.69897000433602,109.833985642199
"2600",13542,2005,30,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.76342799356294,117.146816914805
"2601",233331,2006,30,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876
"2602",12638,2005,43,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.27875360095283,72.1504556815713
"2603",376869,2008,49,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.07918124604763,160.642475408263
"2604",11100,2005,54,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"2605",379372,2008,48,"4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.96378782734556,143.134940811134
"2606",376009,2008,37,"5. Separated","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.57978359661681,97.4932940453934
"2607",304338,2007,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.95424250943933,141.77517233318
"2608",304116,2007,53,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",5,148.413159102577
"2609",452574,2009,31,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199
"2610",230268,2006,18,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.07918124604763,59.0970640815891
"2611",159545,2003,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.02734960777476,152.52821689856
"2612",229535,2006,39,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.39794000867204,81.2832532842527
"2613",161425,2003,40,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.77815125038364,43.7351116779821
"2614",376778,2008,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.56820172406699,96.3706528322308
"2615",232700,2006,24,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.6232492903979,101.82435207568
"2616",306371,2007,35,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"2617",304010,2007,27,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.41497334797082,82.6796372966372
"2618",154423,2003,44,"1. Never Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"2619",377710,2008,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.49136169383427,89.2428846644714
"2620",8072,2005,40,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.44404479591808,85.1185334226767
"2621",306740,2007,39,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.11394335230684,166.324941233877
"2622",374463,2008,42,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.61278385671974,100.764272842107
"2623",155676,2003,37,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"2624",378483,2008,58,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943
"2625",11655,2005,40,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.09691001300806,163.515863976238
"2626",159926,2003,27,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.44715803134222,85.3839403789827
"2627",161488,2003,31,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.32221929473392,75.3556793180091
"2628",380370,2008,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.17609125905568,65.1108537153447
"2629",154590,2003,38,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.52891670027766,92.6581301668597
"2630",86392,2004,34,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.92427928606188,137.590142766506
"2631",12146,2005,41,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.90417436828416,134.85152633512
"2632",301904,2007,20,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.28330122870355,72.4793162971252
"2633",375850,2008,28,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.18477374027202,178.533050380204
"2634",449254,2009,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.5910646070265,98.5993438603892
"2635",378197,2008,38,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.7481880270062,115.375038556391
"2636",12275,2005,33,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"2637",447285,2009,43,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",3.60205999132796,36.6737041960799
"2638",229216,2006,50,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943
"2639",379593,2008,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.47712125471966,87.9810327856054
"2640",10380,2005,24,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.30319605742049,73.9357192871731
"2641",378289,2008,41,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"2642",453516,2009,37,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.77815125038364,118.884359339886
"2643",8978,2005,42,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.90308998699194,134.705375118879
"2644",87747,2004,25,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401
"2645",13594,2005,45,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"2646",448361,2009,40,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527
"2647",82431,2004,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"2648",227968,2006,50,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"2649",154580,2003,42,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.41497334797082,82.6796372966372
"2650",155201,2003,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.88081359228079,131.737801155001
"2651",228062,2006,44,"4. Divorced","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.41497334797082,82.6796372966372
"2652",301131,2007,19,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.72427586960079,41.4412130349115
"2653",81508,2004,44,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.76342799356294,117.146816914805
"2654",160105,2003,26,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.30102999566398,73.7757432746946
"2655",10455,2005,54,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.46239799789896,86.6951548289402
"2656",230783,2006,32,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"2657",380368,2008,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"2658",8521,2005,35,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.26007138798508,70.8150386167557
"2659",302231,2007,34,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.27875360095283,72.1504556815713
"2660",154400,2003,23,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4,54.5981500331442
"2661",376389,2008,60,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.84509804001426,127.115743812184
"2662",231469,2006,54,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"2663",155163,2003,31,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.93951925261862,139.703071527658
"2664",229213,2006,47,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.07918124604763,160.642475408263
"2665",161447,2003,48,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.17609125905568,23.9529444789965
"2666",11017,2005,48,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.7481880270062,115.375038556391
"2667",81252,2004,35,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.74036268949424,114.475713290347
"2668",227917,2006,55,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"2669",82223,2004,35,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.92427928606188,137.590142766506
"2670",450449,2009,37,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877
"2671",155027,2003,27,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",3.14736710779379,23.2747040516601
"2672",301716,2007,64,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401
"2673",160957,2003,52,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"2674",307162,2007,47,"5. Separated","2. Black","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.41497334797082,82.6796372966372
"2675",153288,2003,26,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.04139268515823,56.9055391446732
"2676",10549,2005,41,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.85733249643127,128.680488220624
"2677",448079,2009,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.31806333496276,75.0431540173515
"2678",85787,2004,76,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.30102999566398,73.7757432746946
"2679",232991,2006,46,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.68274058133502,108.065830309718
"2680",232011,2006,39,"2. Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.81291335664286,123.089699847943
"2681",234060,2006,39,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.62689955920852,277.79948020565
"2682",83770,2004,23,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.30102999566398,73.7757432746946
"2683",228316,2006,49,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81954393554187,123.908567597957
"2684",451479,2009,44,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.47712125471966,87.9810327856054
"2685",233965,2006,20,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.25527250510331,70.4760196469445
"2686",8562,2005,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62618633492728,277.601417511009
"2687",231536,2006,42,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"2688",451622,2009,46,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347
"2689",451993,2009,33,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864
"2690",159704,2003,62,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.59198011410292,268.266292012557
"2691",228435,2006,38,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.8750612633917,130.982177377461
"2692",11386,2005,43,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.69897000433602,109.833985642199
"2693",10964,2005,46,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.62618633492728,277.601417511009
"2694",227859,2006,18,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.30102999566398,73.7757432746946
"2695",449407,2009,63,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","2. No",5.59061783348625,267.901086855275
"2696",233646,2006,43,"1. Never Married","2. Black","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.78532983501077,119.74085129618
"2697",450142,2009,44,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318
"2698",375066,2008,53,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.85400223312699,128.252661096619
"2699",377927,2008,58,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.50514997831991,90.4819133566401
"2700",154494,2003,23,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.34242268082221,76.8936025176112
"2701",80376,2004,50,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
"2702",81068,2004,35,"1. Never Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"2703",233828,2006,38,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.30102999566398,200.543262324662
"2704",85640,2004,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.47712125471966,87.9810327856054
"2705",10274,2005,32,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"2706",153933,2003,56,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.59198011410292,268.266292012557
"2707",10377,2005,41,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.47712125471966,87.9810327856054
"2708",87797,2004,40,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864
"2709",84394,2004,26,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.41497334797082,82.6796372966372
"2710",232457,2006,26,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461
"2711",377675,2008,47,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69019608002851,108.874525834712
"2712",304688,2007,25,"1. Never Married","2. Black","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4,54.5981500331442
"2713",233833,2006,58,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",5.73518995947785,309.5717712662
"2714",374782,2008,57,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.41500675395383,82.6823993373301
"2715",154678,2003,30,"1. Never Married","1. White","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.08813608870055,59.6286455536557
"2716",303392,2007,44,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.11394335230684,166.324941233877
"2717",453674,2009,29,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.38021124171161,79.8549003093467
"2718",302464,2007,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.77815125038364,118.884359339886
"2719",230110,2006,37,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.53147891704226,92.8958447894966
"2720",86348,2004,67,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.07918124604763,160.642475408263
"2721",449111,2009,34,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.25527250510331,70.4760196469445
"2722",156748,2003,50,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.79239168949825,120.589436530402
"2723",8312,2005,38,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.07918124604763,160.642475408263
"2724",378918,2008,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.14612803567824,171.765132627508
"2725",154871,2003,27,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.79239168949825,120.589436530402
"2726",302382,2007,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879
"2727",305523,2007,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5,148.413159102577
"2728",377010,2008,55,"4. Divorced","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.86332286012046,129.453644576625
"2729",157367,2003,49,"2. Married","2. Black","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.90308998699194,134.705375118879
"2730",154310,2003,42,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.04139268515823,56.9055391446732
"2731",8265,2005,39,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054
"2732",154479,2003,32,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.2211533219547,68.111994065327
"2733",14202,2005,39,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.85733249643127,128.680488220624
"2734",161025,2003,50,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879
"2735",85939,2004,47,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005
"2736",158022,2003,40,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054
"2737",229664,2006,51,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"2738",448419,2009,28,"2. Married","3. Asian","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.23044892137827,68.7480877337669
"2739",301493,2007,53,"4. Divorced","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005
"2740",9698,2005,54,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"2741",451173,2009,51,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.51851393987789,91.6992261117042
"2742",377766,2008,33,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.90308998699194,134.705375118879
"2743",379628,2008,55,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.84509804001426,127.115743812184
"2744",158239,2003,44,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.61278385671974,100.764272842107
"2745",450366,2009,30,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.66275783168157,105.927810775063
"2746",10192,2005,40,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.47712125471966,87.9810327856054
"2747",303306,2007,26,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864
"2748",230907,2006,49,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.72427586960079,112.6488963421
"2749",87177,2004,43,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.09691001300806,163.515863976238
"2750",85563,2004,43,"1. Never Married","2. Black","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.41497334797082,82.6796372966372
"2751",378239,2008,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.38021124171161,79.8549003093467
"2752",232251,2006,32,"1. Never Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.90308998699194,49.5553381215226
"2753",448807,2009,34,"2. Married","3. Asian","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.02938377768521,152.838800991182
"2754",451298,2009,36,"2. Married","3. Asian","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5,148.413159102577
"2755",234574,2006,51,"2. Married","1. White","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.61909333062674,101.402052302992
"2756",303467,2007,42,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.56110138364906,95.6888119067371
"2757",160372,2003,60,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125038364,118.884359339886
"2758",80668,2004,36,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.34242268082221,76.8936025176112
"2759",230140,2006,47,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886
"2760",87724,2004,60,"2. Married","1. White","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.92941892571429,138.299126920883
"2761",159738,2003,22,"1. Never Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4,54.5981500331442
"2762",13820,2005,41,"1. Never Married","2. Black","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.17609125905568,65.1108537153447
"2763",159737,2003,56,"4. Divorced","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.69897000433602,109.833985642199
"2764",158555,2003,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.30102999566398,73.7757432746946
"2765",8911,2005,49,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.66275783168157,105.927810775063
"2766",230355,2006,45,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.75587485567249,116.265324062503
"2767",155813,2003,25,"1. Never Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005
"2768",304171,2007,52,"2. Married","1. White","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.77815125038364,118.884359339886
"2769",154382,2003,30,"2. Married","1. White","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5,148.413159102577
"2770",447429,2009,29,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.65321251377534,104.921506533664
"2771",307480,2007,23,"2. Married","1. White","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.38021124171161,79.8549003093467
"2772",301212,2007,48,"4. Divorced","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69019608002851,108.874525834712
"2773",450515,2009,44,"2. Married","1. White","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.69897000433602,109.833985642199
"2774",160071,2003,62,"2. Married","1. White","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184
